FUTURE_USE , Receive Time, Serial, Type, Threat/Content Type, FUTURE_USE, Generate Time, Virtual System, Source IP, Tag Name , Event ID, Repeat Count , Timeout, Data Source Name, Data Source Type, Data Source Subtype, Sequence Number, Action Flags, DG Hierarchy Level 1 , DG Hierarchy Level 2, DG Hierarchy Level 3, DG Hierarchy Level 4, Virtual System Name, Device Name, Virtual System ID, High Resolution Timestamp, Cluster Name
"FUTURE_USE","receive_time","Serial","type","subtype","FUTURE_USE","Generate Time","vsys","src","tag_name","event_id","repeatcnt","timeout","datasourcename","datasource_type","datasource_subtype","seqno","actionflags","DG Hierarchy Level 1","DG Hierarchy Level 2","DG Hierarchy Level 3","DG Hierarchy Level 4","vsys_name","device_name","vsys_id","high_res","cluster_name"
