FUTURE_USE, Receive Time, Serial Number, Type, FUTURE_USE, FUTURE_USE, Generated Time, Source Address, Destination Address, FUTURE_USE, FUTURE_USE, Rule Name, FUTURE_USE, FUTURE_USE, FUTURE_USE, Virtual System, Source Zone, Destination Zone, Inbound Interface, Outbound Interface, Log Action, FUTURE_USE, Session ID, Repeat Count, Source Port, Destination Port, FUTURE_USE, FUTURE_USE, FUTURE_USE, FUTURE_USE, IP Protocol, Action, Device Group Hierarchy Level 1, Device Group Hierarchy Level 2, Device Group Hierarchy Level 3, Device Group Hierarchy Level 4, Virtual System Name, Device Name, Sequence Number, FUTURE_USE, SCTP Association ID, Payload Protocol ID, Severity, SCTP Chunk Type, FUTURE_USE, SCTP Verification Tag 1, SCTP Verification Tag 2, SCTP Cause Code, Diameter App ID, Diameter Command Code, Diameter AVP Code, SCTP Stream ID, SCTP Association End Reason, Op Code, SCCP Calling Party SSN, SCCP Calling Party Global Title, SCTP Filter, SCTP Chunks, SCTP Chunks Sent, SCTP Chunks Received, Packets, Packets Sent, Packets Received, UUID for rule, High Resolution Timestamp
"FUTURE_USE","receive_time","serial","type","FUTURE_USE","FUTURE_USE","time_generated","src","dst","FUTURE_USE","FUTURE_USE","rule","FUTURE_USE","FUTURE_USE","FUTURE_USE","vsys","from","to","inbound_if","outbound_if","logset","FUTURE_USE","sessionid","repeatcnt","sport","dport","FUTURE_USE","FUTURE_USE","FUTURE_USE","FUTURE_USE","proto","action","dg_hier_level_1","dg_hier_level_2","dg_hier_level_3","dg_hier_level_4","vsys_name","device_name","seqno","FUTURE_USE","assoc_id","ppid","severity","sctp_chunk_type","FUTURE_USE","verif_tag_1","verif_tag_2","sctp_cause_code","diam_app_id","diam_cmd_code","diam_avp_code","stream_id","assoc_end_reason","op_code","sccp_calling_ssn","sccp_calling_gt","sctp_filter","chunks","chunks_sent","chunks_received","packets","pkts_sent","pkts_received","rule_uuid","high_res_timestamp"
