FUTURE_USE, Receive Time, Serial Number, Type, Threat/Content Type, FUTURE_USE, Generated Time, Source User, Virtual System, Machine Name, Operating System, Source Address, HIP, Repeat Count, HIP Type, FUTURE_USE, FUTURE_USE, Sequence Number, Action Flags, Device Group Hierarchy Level 1, Device Group Hierarchy Level 2, Device Group Hierarchy Level 3, Device Group Hierarchy Level 4, Virtual System Name, Device Name, Virtual System ID, IPv6 Source Address, Host ID, User Device Serial Number, Device MAC Address, High Resolution Timestamp, Cluster Name
"FUTURE_USE","receive_time","serial","type","subtype","FUTURE_USE","time_generated","srcuser","vsys","machinename","os","src","matchname","repeatcnt","matchtype","FUTURE_USE","FUTURE_USE","seqno","actionflags","dg_hier_level_1","dg_hier_level_2","dg_hier_level_3","dg_hier_level_4","vsys_name","device_name","vsys_id","IPv6 Source Address","hostid","serialnumber","mac","high_res_timestamp","cluster_name"
