FUTURE_USE, Receive Time, Serial Number, Type, Threat/Content Type, FUTURE_USE, Generated Time, Virtual System, Event ID, Stage, Authentication Method, Tunnel Type, Source User, Source Region, Machine Name, Public IP, Public IPv6, Private IP, Private IPv6, Host ID, Serial Number, Client Version, Client OS, Client OS Version, Repeat Count, Reason, Error, Description, Status, Location, Login Duration, Connect Method, Error Code, Portal, Sequence Number, Action Flags, High Res Timestamp, Selection Type, Response Time, Priority, Attempted Gateways, Gateway, Device Group Hierarchy Level 1, Device Group Hierarchy Level 2, Device Group Hierarchy Level 3, Device Group Hierarchy Level 4, Virtual System Name, Device Name, Virtual System ID, Cluster Name
"FUTURE_USE","receive_time","serialnumber","type","subtype","FUTURE_USE","Generated Time","vsys","eventid","stage","auth_method","tunnel_type","srcuser","srcregion","machinename","public_ip","public_ipv6","private_ip","private_ipv6","hostid","serialnumber","client_ver","client_os","client_os_ver","repeatcnt","reason","error","opaque","status","location","login_duration","connect_method","error_code","portal","seqno","actionflags","High Res Timestamp","Selection Type","Response Time","Priority","attempted_gateways","Gateway","dg_hier_level_1","dg_hier_level_2","dg_hier_level_3","dg_hier_level_4","vsys_name","device_name","vsys_id","cluster_name"
