FUTURE_USE, Receive Time, Serial Number, Type, Subtype, FUTURE_USE, Generated Time, Host, Virtual System, Command, Admin, Client, Result, Configuration Path, Before Change Detail, After Change Detail, Sequence Number, Action Flags, Device Group Hierarchy Level 1, Device Group Hierarchy Level 2, Device Group Hierarchy Level 3, Device Group Hierarchy Level 4, Virtual System Name, Device Name, Device Group, Audit Comment, FUTURE_USE, High Resolution Timestamp
"FUTURE_USE","receive_time","serial","type","Subtype","FUTURE_USE","time_generated","host","vsys","cmd","admin","client","result","path","before-change-detail","after-change-detail","seqno","actionflags","dg_hier_level_1","dg_hier_level_2","dg_hier_level_3","dg_hier_level_4","vsys_name","device_name","dg_id","comment","FUTURE_USE","high_res_timestamp"
