Log Field Name,Data Type,Length,Message ID,Message Description,Message Meaning,Type,Category,Severity,Version
logdesc,string,,43552,LOG_ID_EVENT_WIRELESS_WTP_LEAVE,Physical AP leave,Event,WIRELESS,Notice,6.2.0
logid,string,10,43552,LOG_ID_EVENT_WIRELESS_WTP_LEAVE,Physical AP leave,Event,WIRELESS,Notice,6.2.0
meshmode,string,19,43552,LOG_ID_EVENT_WIRELESS_WTP_LEAVE,Physical AP leave,Event,WIRELESS,Notice,6.2.0
msg,string,,43552,LOG_ID_EVENT_WIRELESS_WTP_LEAVE,Physical AP leave,Event,WIRELESS,Notice,6.2.0
profile,string,64,43552,LOG_ID_EVENT_WIRELESS_WTP_LEAVE,Physical AP leave,Event,WIRELESS,Notice,6.2.0
reason,string,256,43552,LOG_ID_EVENT_WIRELESS_WTP_LEAVE,Physical AP leave,Event,WIRELESS,Notice,6.2.0
sn,string,64,43552,LOG_ID_EVENT_WIRELESS_WTP_LEAVE,Physical AP leave,Event,WIRELESS,Notice,6.2.0
snmeshparent,string,36,43552,LOG_ID_EVENT_WIRELESS_WTP_LEAVE,Physical AP leave,Event,WIRELESS,Notice,6.2.0
subtype,string,20,43552,LOG_ID_EVENT_WIRELESS_WTP_LEAVE,Physical AP leave,Event,WIRELESS,Notice,6.2.0
time,string,8,43552,LOG_ID_EVENT_WIRELESS_WTP_LEAVE,Physical AP leave,Event,WIRELESS,Notice,6.2.0
type,string,16,43552,LOG_ID_EVENT_WIRELESS_WTP_LEAVE,Physical AP leave,Event,WIRELESS,Notice,6.2.0
vd,string,32,43552,LOG_ID_EVENT_WIRELESS_WTP_LEAVE,Physical AP leave,Event,WIRELESS,Notice,6.2.0
action,string,32,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
ap,string,36,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
date,string,10,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
devid,string,16,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
eventtime,uint64,20,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
ip,ip,39,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
level,string,11,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
logdesc,string,,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
logid,string,10,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
meshmode,string,19,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
msg,string,,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
profile,string,64,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
reason,string,256,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
sn,string,64,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
snmeshparent,string,36,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
subtype,string,20,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
time,string,8,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
type,string,16,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
vd,string,32,43553,LOG_ID_EVENT_WIRELESS_WTP_FAIL,Physical AP fail,Event,WIRELESS,Notice,6.2.0
action,string,32,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
ap,string,36,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
date,string,10,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
devid,string,16,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
eventtime,uint64,20,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
ip,ip,39,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
level,string,11,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
logdesc,string,,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
logid,string,10,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
meshmode,string,19,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
msg,string,,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
profile,string,64,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
reason,string,256,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
sn,string,64,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
snmeshparent,string,36,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
subtype,string,20,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
time,string,8,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
type,string,16,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
vd,string,32,43554,LOG_ID_EVENT_WIRELESS_WTP_UPDATE,Physical AP update,Event,WIRELESS,Notice,6.2.0
action,string,32,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
ap,string,36,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
date,string,10,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
devid,string,16,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
eventtime,uint64,20,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
ip,ip,39,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
level,string,11,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
logdesc,string,,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
logid,string,10,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
meshmode,string,19,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
msg,string,,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
profile,string,64,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
reason,string,256,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
sn,string,64,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
snmeshparent,string,36,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
subtype,string,20,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
time,string,8,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
type,string,16,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
vd,string,32,43555,LOG_ID_EVENT_WIRELESS_WTP_RESET,Physical AP reset,Event,WIRELESS,Notice,6.2.0
action,string,32,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
ap,string,36,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
date,string,10,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
devid,string,16,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
eventtime,uint64,20,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
ip,ip,39,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
level,string,11,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
logdesc,string,,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
logid,string,10,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
meshmode,string,19,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
msg,string,,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
profile,string,64,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
reason,string,256,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
sn,string,64,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
snmeshparent,string,36,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
subtype,string,20,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
time,string,8,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
type,string,16,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
vd,string,32,43556,LOG_ID_EVENT_WIRELESS_WTP_KICK,Physical AP kick,Event,WIRELESS,Notice,6.2.0
action,string,32,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
ap,string,36,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
date,string,10,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
devid,string,16,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
eventtime,uint64,20,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
ip,ip,39,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
level,string,11,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
logdesc,string,,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
logid,string,10,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
meshmode,string,19,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
msg,string,,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
profile,string,64,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
reason,string,256,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
sn,string,64,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
snmeshparent,string,36,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
subtype,string,20,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
time,string,8,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
type,string,16,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
vd,string,32,43557,LOG_ID_EVENT_WIRELESS_WTP_ADD_FAILURE,Physical AP add failure,Event,WIRELESS,Notice,6.2.0
action,string,32,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
ap,string,36,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
date,string,10,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
devid,string,16,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
eventtime,uint64,20,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
ip,ip,39,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
level,string,11,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
logdesc,string,,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
logid,string,10,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
meshmode,string,19,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
msg,string,,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
profile,string,64,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
reason,string,256,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
sn,string,64,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
snmeshparent,string,36,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
subtype,string,20,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
time,string,8,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
type,string,16,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
vd,string,32,43558,LOG_ID_EVENT_WIRELESS_WTP_CFG_ERR,Physical AP config error,Event,WIRELESS,Notice,6.2.0
action,string,32,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
ap,string,36,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
date,string,10,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
devid,string,16,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
eventtime,uint64,20,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
ip,ip,39,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
level,string,11,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
logdesc,string,,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
logid,string,10,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
meshmode,string,19,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
msg,string,,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
profile,string,64,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
reason,string,256,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
sn,string,64,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
snmeshparent,string,36,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
subtype,string,20,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
time,string,8,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
type,string,16,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
vd,string,32,43559,LOG_ID_EVENT_WIRELESS_WTP_SN_MISMATCH,Physical AP SN mismatch,Event,WIRELESS,Warning,6.2.0
action,string,32,43560,LOG_ID_EVENT_WIRELESS_SYS_AC_RESTARTED,Wireless system restarted,Event,WIRELESS,Notice,6.2.0
date,string,10,43560,LOG_ID_EVENT_WIRELESS_SYS_AC_RESTARTED,Wireless system restarted,Event,WIRELESS,Notice,6.2.0
devid,string,16,43560,LOG_ID_EVENT_WIRELESS_SYS_AC_RESTARTED,Wireless system restarted,Event,WIRELESS,Notice,6.2.0
eventtime,uint64,20,43560,LOG_ID_EVENT_WIRELESS_SYS_AC_RESTARTED,Wireless system restarted,Event,WIRELESS,Notice,6.2.0
level,string,11,43560,LOG_ID_EVENT_WIRELESS_SYS_AC_RESTARTED,Wireless system restarted,Event,WIRELESS,Notice,6.2.0
logdesc,string,,43560,LOG_ID_EVENT_WIRELESS_SYS_AC_RESTARTED,Wireless system restarted,Event,WIRELESS,Notice,6.2.0
logid,string,10,43560,LOG_ID_EVENT_WIRELESS_SYS_AC_RESTARTED,Wireless system restarted,Event,WIRELESS,Notice,6.2.0
msg,string,,43560,LOG_ID_EVENT_WIRELESS_SYS_AC_RESTARTED,Wireless system restarted,Event,WIRELESS,Notice,6.2.0
subtype,string,20,43560,LOG_ID_EVENT_WIRELESS_SYS_AC_RESTARTED,Wireless system restarted,Event,WIRELESS,Notice,6.2.0
time,string,8,43560,LOG_ID_EVENT_WIRELESS_SYS_AC_RESTARTED,Wireless system restarted,Event,WIRELESS,Notice,6.2.0
type,string,16,43560,LOG_ID_EVENT_WIRELESS_SYS_AC_RESTARTED,Wireless system restarted,Event,WIRELESS,Notice,6.2.0
vd,string,32,43560,LOG_ID_EVENT_WIRELESS_SYS_AC_RESTARTED,Wireless system restarted,Event,WIRELESS,Notice,6.2.0
action,string,32,43561,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_UP,Wireless system hostapd up,Event,WIRELESS,Notice,6.2.0
date,string,10,43561,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_UP,Wireless system hostapd up,Event,WIRELESS,Notice,6.2.0
devid,string,16,43561,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_UP,Wireless system hostapd up,Event,WIRELESS,Notice,6.2.0
eventtime,uint64,20,43561,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_UP,Wireless system hostapd up,Event,WIRELESS,Notice,6.2.0
level,string,11,43561,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_UP,Wireless system hostapd up,Event,WIRELESS,Notice,6.2.0
logdesc,string,,43561,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_UP,Wireless system hostapd up,Event,WIRELESS,Notice,6.2.0
logid,string,10,43561,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_UP,Wireless system hostapd up,Event,WIRELESS,Notice,6.2.0
msg,string,,43561,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_UP,Wireless system hostapd up,Event,WIRELESS,Notice,6.2.0
subtype,string,20,43561,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_UP,Wireless system hostapd up,Event,WIRELESS,Notice,6.2.0
time,string,8,43561,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_UP,Wireless system hostapd up,Event,WIRELESS,Notice,6.2.0
type,string,16,43561,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_UP,Wireless system hostapd up,Event,WIRELESS,Notice,6.2.0
vd,string,32,43561,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_UP,Wireless system hostapd up,Event,WIRELESS,Notice,6.2.0
action,string,32,43562,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_DOWN,Wireless system hostapd down,Event,WIRELESS,Notice,6.2.0
date,string,10,43562,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_DOWN,Wireless system hostapd down,Event,WIRELESS,Notice,6.2.0
devid,string,16,43562,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_DOWN,Wireless system hostapd down,Event,WIRELESS,Notice,6.2.0
eventtime,uint64,20,43562,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_DOWN,Wireless system hostapd down,Event,WIRELESS,Notice,6.2.0
level,string,11,43562,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_DOWN,Wireless system hostapd down,Event,WIRELESS,Notice,6.2.0
logdesc,string,,43562,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_DOWN,Wireless system hostapd down,Event,WIRELESS,Notice,6.2.0
logid,string,10,43562,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_DOWN,Wireless system hostapd down,Event,WIRELESS,Notice,6.2.0
msg,string,,43562,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_DOWN,Wireless system hostapd down,Event,WIRELESS,Notice,6.2.0
subtype,string,20,43562,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_DOWN,Wireless system hostapd down,Event,WIRELESS,Notice,6.2.0
time,string,8,43562,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_DOWN,Wireless system hostapd down,Event,WIRELESS,Notice,6.2.0
type,string,16,43562,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_DOWN,Wireless system hostapd down,Event,WIRELESS,Notice,6.2.0
vd,string,32,43562,LOG_ID_EVENT_WIRELESS_SYS_AC_HOSTAPD_DOWN,Wireless system hostapd down,Event,WIRELESS,Notice,6.2.0
action,string,32,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
age,uint32,10,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
apscan,string,36,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
apstatus,uint8,3,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
aptype,uint8,3,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
bssid,string,17,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
channel,uint8,3,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
date,string,10,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
detectionmethod,string,21,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
devid,string,16,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
encryption,string,12,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
eventtime,uint64,20,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
level,string,11,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
live,uint32,10,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
logdesc,string,,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
logid,string,10,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
manuf,string,20,43563,LOG_ID_EVENT_WIRELESS_ROGUE_DETECT,Rogue AP detected,Event,WIRELESS,Notice,6.2.0
