Log Field Name,Data Type,Length,Message ID,Message Description,Message Meaning,Type,Category,Severity,Version
date,string,10,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
devid,string,16,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
eventtime,uint64,20,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
level,string,11,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
logdesc,string,4096,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
logid,string,10,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
msg,string,4096,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
name,string,128,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
status,string,23,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
subtype,string,20,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
time,string,8,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
type,string,16,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
tz,string,5,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
user,string,256,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
vd,string,32,22204,LOG_ID_AUTO_GEN_CERT_PENDING,Certificate pending to auto-generate,Event,SYSTEM,Information,6.2.2
action,string,65,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
date,string,10,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
devid,string,16,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
eventtime,uint64,20,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
level,string,11,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
logdesc,string,4096,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
logid,string,10,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
msg,string,4096,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
name,string,128,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
status,string,23,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
subtype,string,20,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
time,string,8,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
type,string,16,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
tz,string,5,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
user,string,256,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
vd,string,32,22205,LOG_ID_AUTO_GEN_CERT_SUCC,Certificate succeed to auto-generate,Event,SYSTEM,Information,6.2.2
action,string,65,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
date,string,10,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
devid,string,16,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
eventtime,uint64,20,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
level,string,11,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
logdesc,string,4096,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
logid,string,10,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
msg,string,4096,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
status,string,23,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
subtype,string,20,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
time,string,8,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
type,string,16,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
tz,string,5,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
user,string,256,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
vd,string,32,22206,LOG_ID_CRL_EXPIRED,CRL is expired,Event,SYSTEM,Warning,6.2.2
action,string,65,22700,LOG_ID_IPS_FAIL_OPEN,IPS session scan paused,Event,SYSTEM,Critical,6.2.2
date,string,10,22700,LOG_ID_IPS_FAIL_OPEN,IPS session scan paused,Event,SYSTEM,Critical,6.2.2
devid,string,16,22700,LOG_ID_IPS_FAIL_OPEN,IPS session scan paused,Event,SYSTEM,Critical,6.2.2
eventtime,uint64,20,22700,LOG_ID_IPS_FAIL_OPEN,IPS session scan paused,Event,SYSTEM,Critical,6.2.2
level,string,11,22700,LOG_ID_IPS_FAIL_OPEN,IPS session scan paused,Event,SYSTEM,Critical,6.2.2
logdesc,string,4096,22700,LOG_ID_IPS_FAIL_OPEN,IPS session scan paused,Event,SYSTEM,Critical,6.2.2
logid,string,10,22700,LOG_ID_IPS_FAIL_OPEN,IPS session scan paused,Event,SYSTEM,Critical,6.2.2
msg,string,4096,22700,LOG_ID_IPS_FAIL_OPEN,IPS session scan paused,Event,SYSTEM,Critical,6.2.2
subtype,string,20,22700,LOG_ID_IPS_FAIL_OPEN,IPS session scan paused,Event,SYSTEM,Critical,6.2.2
time,string,8,22700,LOG_ID_IPS_FAIL_OPEN,IPS session scan paused,Event,SYSTEM,Critical,6.2.2
type,string,16,22700,LOG_ID_IPS_FAIL_OPEN,IPS session scan paused,Event,SYSTEM,Critical,6.2.2
tz,string,5,22700,LOG_ID_IPS_FAIL_OPEN,IPS session scan paused,Event,SYSTEM,Critical,6.2.2
vd,string,32,22700,LOG_ID_IPS_FAIL_OPEN,IPS session scan paused,Event,SYSTEM,Critical,6.2.2
date,string,10,22701,LOG_ID_IPS_FAIL_OPEN_END,IPS session scan resumed,Event,SYSTEM,Critical,6.2.2
devid,string,16,22701,LOG_ID_IPS_FAIL_OPEN_END,IPS session scan resumed,Event,SYSTEM,Critical,6.2.2
eventtime,uint64,20,22701,LOG_ID_IPS_FAIL_OPEN_END,IPS session scan resumed,Event,SYSTEM,Critical,6.2.2
level,string,11,22701,LOG_ID_IPS_FAIL_OPEN_END,IPS session scan resumed,Event,SYSTEM,Critical,6.2.2
logdesc,string,4096,22701,LOG_ID_IPS_FAIL_OPEN_END,IPS session scan resumed,Event,SYSTEM,Critical,6.2.2
logid,string,10,22701,LOG_ID_IPS_FAIL_OPEN_END,IPS session scan resumed,Event,SYSTEM,Critical,6.2.2
msg,string,4096,22701,LOG_ID_IPS_FAIL_OPEN_END,IPS session scan resumed,Event,SYSTEM,Critical,6.2.2
subtype,string,20,22701,LOG_ID_IPS_FAIL_OPEN_END,IPS session scan resumed,Event,SYSTEM,Critical,6.2.2
time,string,8,22701,LOG_ID_IPS_FAIL_OPEN_END,IPS session scan resumed,Event,SYSTEM,Critical,6.2.2
type,string,16,22701,LOG_ID_IPS_FAIL_OPEN_END,IPS session scan resumed,Event,SYSTEM,Critical,6.2.2
tz,string,5,22701,LOG_ID_IPS_FAIL_OPEN_END,IPS session scan resumed,Event,SYSTEM,Critical,6.2.2
vd,string,32,22701,LOG_ID_IPS_FAIL_OPEN_END,IPS session scan resumed,Event,SYSTEM,Critical,6.2.2
date,string,10,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
devid,string,16,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
eventtime,uint64,20,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
level,string,11,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
logdesc,string,4096,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
logid,string,10,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
mode,string,12,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
msg,string,4096,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
service,string,64,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
subtype,string,20,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
time,string,8,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
type,string,16,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
tz,string,5,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
vd,string,32,22800,LOG_ID_SCAN_SERV_FAIL,Scan services session failed,Event,SYSTEM,Critical,6.2.2
conserve,string,32,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
daemon,string,32,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
date,string,10,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
devid,string,16,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
eventtime,uint64,20,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
green,string,32,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
level,string,11,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
logdesc,string,4096,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
logid,string,10,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
msg,string,4096,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
red,string,32,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
subtype,string,20,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
time,string,8,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
total,uint32,10,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
type,string,16,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
tz,string,5,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
used,uint32,10,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
vd,string,32,22802,LOG_ID_ENTER_FD_CONSERVE_MODE,File descriptor conserve mode entered,Event,SYSTEM,Critical,6.2.2
conserve,string,32,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
daemon,string,32,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
date,string,10,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
devid,string,16,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
eventtime,uint64,20,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
green,string,32,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
level,string,11,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
logdesc,string,4096,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
logid,string,10,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
msg,string,4096,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
red,string,32,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
subtype,string,20,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
time,string,8,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
total,uint32,10,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
type,string,16,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
tz,string,5,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
used,uint32,10,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
vd,string,32,22803,LOG_ID_LEAVE_FD_CONSERVE_MODE,File descriptor conserve mode exited,Event,SYSTEM,Critical,6.2.2
date,string,10,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
devid,string,16,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
eventtime,uint64,20,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
level,string,11,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
logdesc,string,4096,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
logid,string,10,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
msg,string,4096,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
service,string,64,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
status,string,23,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
subtype,string,20,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
time,string,8,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
type,string,16,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
tz,string,5,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
vd,string,32,22804,LOG_ID_LIC_STATUS_CHG,License status changed,Event,SYSTEM,Critical,6.2.2
date,string,10,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
devid,string,16,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
eventtime,uint64,20,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
level,string,11,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
logdesc,string,4096,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
logid,string,10,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
msg,string,4096,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
service,string,64,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
status,string,23,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
subtype,string,20,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
time,string,8,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
type,string,16,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
tz,string,5,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
vd,string,32,22805,LOG_ID_FAIL_TO_VALIDATE_LIC,License validation failure,Event,SYSTEM,Warning,6.2.2
date,string,10,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
devid,string,16,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
eventtime,uint64,20,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
level,string,11,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
logdesc,string,4096,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
logid,string,10,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
msg,string,4096,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
service,string,64,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
status,string,23,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
subtype,string,20,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
time,string,8,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
type,string,16,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
tz,string,5,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
vd,string,32,22806,LOG_ID_DUP_LIC,Duplicate license detected,Event,SYSTEM,Warning,6.2.2
date,string,10,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
devid,string,16,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
eventtime,uint64,20,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
level,string,11,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
logdesc,string,4096,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
logid,string,10,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
msg,string,4096,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
service,string,64,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
status,string,23,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
subtype,string,20,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
time,string,8,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
type,string,16,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
tz,string,5,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
vd,string,32,22808,LOG_ID_LIC_EXPIRE,VM license expired,Event,SYSTEM,Critical,6.2.2
date,string,10,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
devid,string,16,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
eventtime,uint64,20,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
level,string,11,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
logdesc,string,4096,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
logid,string,10,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
msg,string,4096,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
service,string,64,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
status,string,23,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
subtype,string,20,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
time,string,8,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
type,string,16,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
tz,string,5,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
vd,string,32,22809,LOG_ID_LIC_WILL_EXPIRE,VM license expiring,Event,SYSTEM,Warning,6.2.2
date,string,10,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
devid,string,16,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
dir,string,8,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
dstip,ip,39,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
dstport,uint16,5,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
dst_int,string,64,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
eventtime,uint64,20,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
file,string,256,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
level,string,11,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
logdesc,string,4096,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
logid,string,10,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
msg,string,4096,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
proto,uint8,3,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
service,string,64,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
session_id,uint32,10,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
srcip,ip,39,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
srcport,uint16,5,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
src_int,string,64,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
subtype,string,20,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
time,string,8,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
type,string,16,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
tz,string,5,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
vd,string,32,22810,LOG_ID_SCANUNIT_ERROR_BLOCK,Scan error - traffic blocked,Event,SYSTEM,Warning,6.2.2
date,string,10,22811,LOG_ID_SCANUNIT_ERROR_PASS,Scan error - traffic passed,Event,SYSTEM,Notice,6.2.2
devid,string,16,22811,LOG_ID_SCANUNIT_ERROR_PASS,Scan error - traffic passed,Event,SYSTEM,Notice,6.2.2
dir,string,8,22811,LOG_ID_SCANUNIT_ERROR_PASS,Scan error - traffic passed,Event,SYSTEM,Notice,6.2.2
dstip,ip,39,22811,LOG_ID_SCANUNIT_ERROR_PASS,Scan error - traffic passed,Event,SYSTEM,Notice,6.2.2
dstport,uint16,5,22811,LOG_ID_SCANUNIT_ERROR_PASS,Scan error - traffic passed,Event,SYSTEM,Notice,6.2.2
dst_int,string,64,22811,LOG_ID_SCANUNIT_ERROR_PASS,Scan error - traffic passed,Event,SYSTEM,Notice,6.2.2
eventtime,uint64,20,22811,LOG_ID_SCANUNIT_ERROR_PASS,Scan error - traffic passed,Event,SYSTEM,Notice,6.2.2
file,string,256,22811,LOG_ID_SCANUNIT_ERROR_PASS,Scan error - traffic passed,Event,SYSTEM,Notice,6.2.2
